LOAN_ID,CUSTOMER_ID,ACCOUNT_ID,LOAN_TYPE,PRINCIPAL,INTEREST_RATE,CREDIT_GRADE,COLLATERAL_VALUE,LOAN_MEMO,STATUS,ORIGINATION_DATE
LOAN_000170,CUST_002332,ACCT_00000094,BUSINESS,281419.62,6.93,A,595221.93,Choice simple those college provide statement become country.,DEFAULTED,2026-02-24T14:26:28.646897
LOAN_000171,CUST_000097,ACCT_00004426,PERSONAL,139474.66,8.22,C,536831.88,Agency however season election give recognize enjoy.,DEFAULTED,2025-02-07T14:26:28.647119
LOAN_000172,CUST_002540,ACCT_00002534,AUTO,494154.85,6.29,A,12759.11,Speak these it why have far.,DEFAULTED,2025-04-12T14:26:28.647340
LOAN_000173,CUST_001399,ACCT_00002025,PERSONAL,17366.76,4.86,C,405444.88,Bad continue order keep body.,PAID_OFF,2025-11-18T14:26:28.647577
LOAN_000174,CUST_002204,ACCT_00006154,PERSONAL,22549.71,7.94,B,24881.35,Save none building direction.,ACTIVE,2026-05-30T14:26:28.647817
LOAN_000175,CUST_001574,ACCT_00000616,AUTO,175736.25,9.42,D,54621.92,Name prevent experience tonight office.,DEFAULTED,2021-11-27T14:26:28.648047
LOAN_000176,CUST_002951,ACCT_00004357,AUTO,401205.17,4.65,D,80996.49,Station even hair address until sort clear.,PAID_OFF,2026-01-09T14:26:28.648274
LOAN_000177,CUST_002122,ACCT_00004192,AUTO,155519.22,5.96,B,619722.03,Training work between.,ACTIVE,2022-02-12T14:26:28.648494
LOAN_000178,CUST_001272,ACCT_00004499,PERSONAL,368590.56,8.46,D,587663.06,Part wear opportunity.,DEFAULTED,2023-02-10T14:26:28.648727
LOAN_000179,CUST_000560,ACCT_00002283,BUSINESS,363213.7,5.44,D,557219.63,Success pay serve beyond.,ACTIVE,2026-01-18T14:26:28.648987
LOAN_000180,CUST_000306,ACCT_00000120,BUSINESS,36190.58,9.4,A,175733.62,Investment hotel she should.,ACTIVE,2023-03-01T14:26:28.649210
LOAN_000181,CUST_000445,ACCT_00003328,PERSONAL,383914.79,7.75,D,531987.78,Discover health sort should.,DEFAULTED,2026-07-12T14:26:28.649429
LOAN_000182,CUST_000974,ACCT_00003661,HOME,496952.04,8.96,D,630333.4,Can country who.,ACTIVE,2025-05-08T14:26:28.649688
LOAN_000183,CUST_001567,ACCT_00005879,HOME,103087.08,8.55,C,587464.33,Prove fish heavy unit everyone area executive.,ACTIVE,2025-09-29T14:26:28.649914
LOAN_000184,CUST_002794,ACCT_00002383,HOME,484574.55,4.52,C,90397.92,Fly nearly agent certainly say others summer home.,PAID_OFF,2022-03-11T14:26:28.650134
LOAN_000185,CUST_001629,ACCT_00003261,HOME,410549.4,4.15,C,105864.57,Best put bed.,DEFAULTED,2023-10-07T14:26:28.650350
LOAN_000186,CUST_003459,ACCT_00006773,AUTO,342803.9,5.85,C,387196.08,Fall benefit plant civil ask side could.,PAID_OFF,2024-07-30T14:26:28.650581
LOAN_000187,CUST_001668,ACCT_00003609,AUTO,87476.55,8.89,D,12669.91,Itself example question.,ACTIVE,2024-10-09T14:26:28.650813
LOAN_000188,CUST_001743,ACCT_00000476,HOME,470100.23,4.13,A,322135.35,Follow natural number democratic development same deep.,PAID_OFF,2022-12-23T14:26:28.651035
LOAN_000189,CUST_002897,ACCT_00003782,BUSINESS,216964.17,6.12,C,102719.42,Deal treat field always.,DEFAULTED,2024-10-22T14:26:28.651263
LOAN_000190,CUST_000105,ACCT_00002045,AUTO,180297.34,4.9,B,596253.37,Because candidate sister course.,DEFAULTED,2023-01-27T14:26:28.651479
LOAN_000191,CUST_002471,ACCT_00006232,PERSONAL,75343.74,5.87,B,734827.33,Interest eight yourself bar business test stage.,DEFAULTED,2026-01-31T14:26:28.651694
LOAN_000192,CUST_001667,ACCT_00004493,PERSONAL,459656.27,6.93,B,282239.54,Perform thought include week but few level natural.,PAID_OFF,2022-05-08T14:26:28.651918
LOAN_000193,CUST_000229,ACCT_00000185,BUSINESS,302959.52,4.01,C,707930.97,Billion total majority eye charge west husband hotel.,PAID_OFF,2021-10-29T14:26:28.652145
LOAN_000194,CUST_000804,ACCT_00006109,PERSONAL,278200.27,7.7,A,403693.47,Table term through speech event.,DEFAULTED,2023-10-27T14:26:28.652373
LOAN_000195,CUST_003454,ACCT_00004457,HOME,40410.32,4.68,B,438824.07,Interview edge investment think cost see travel.,ACTIVE,2022-01-12T14:26:28.652600
LOAN_000196,CUST_002655,ACCT_00001991,AUTO,65748.9,5.24,B,668218.8,Southern behavior believe eye positive something.,ACTIVE,2025-03-23T14:26:28.652823
LOAN_000197,CUST_002321,ACCT_00004721,AUTO,402317.51,5.74,D,503517.8,Between protect weight data.,ACTIVE,2023-03-24T14:26:28.653051
LOAN_000198,CUST_001916,ACCT_00003995,AUTO,266891.77,3.58,C,733867.31,Movie federal candidate.,DEFAULTED,2025-05-17T14:26:28.653272
LOAN_000199,CUST_002762,ACCT_00001647,HOME,441854.13,4.02,A,164497.08,Customer hand hospital charge.,PAID_OFF,2024-02-10T14:26:28.653491
LOAN_000200,CUST_001504,ACCT_00005299,PERSONAL,100212.72,8.43,C,507586.68,Finish have else model write.,PAID_OFF,2025-03-14T14:26:28.653705
LOAN_000201,CUST_000836,ACCT_00004129,BUSINESS,365988.4,6.57,B,76706.33,Common discuss effort hotel billion shake.,DEFAULTED,2023-12-06T14:26:28.653919
LOAN_000202,CUST_000633,ACCT_00004430,PERSONAL,268849.05,6.42,A,268983.81,Reflect institution street center clearly style nation move.,PAID_OFF,2023-01-30T14:26:28.654137
LOAN_000203,CUST_000023,ACCT_00000727,HOME,138934.03,7.19,C,6267.86,Challenge article manager smile him.,DEFAULTED,2026-04-26T14:26:28.654352
LOAN_000204,CUST_000181,ACCT_00005793,BUSINESS,205126.26,3.68,D,449300.2,Action campaign image happy.,ACTIVE,2022-07-17T14:26:28.654567
LOAN_000205,CUST_001717,ACCT_00003798,AUTO,297202.62,7.82,B,220331.01,Computer Republican plan result every.,PAID_OFF,2026-02-17T14:26:28.654780
LOAN_000206,CUST_000302,ACCT_00006882,BUSINESS,80960.59,7.92,D,43626.59,Various individual data population behavior entire fine minute.,ACTIVE,2022-03-13T14:26:28.654994
LOAN_000207,CUST_001801,ACCT_00006959,AUTO,249717.76,4.56,D,233908.74,Reduce it window instead prepare art cause.,DEFAULTED,2024-11-06T14:26:28.655208
LOAN_000208,CUST_003394,ACCT_00006948,AUTO,189289.15,3.98,B,81646.12,Newspaper clearly particularly should represent want.,PAID_OFF,2022-03-13T14:26:28.655423
LOAN_000209,CUST_003114,ACCT_00005291,BUSINESS,373682.18,5.06,D,422379.09,Turn population item media.,ACTIVE,2022-03-26T14:26:28.655637
LOAN_000210,CUST_000678,ACCT_00001013,AUTO,194563.66,7.24,B,82750.99,Ready education window still.,DEFAULTED,2022-04-23T14:26:28.655852
LOAN_000211,CUST_002892,ACCT_00006621,HOME,194029.85,4.42,B,313107.33,Task what candidate candidate machine vote couple.,ACTIVE,2026-06-19T14:26:28.656074
LOAN_000212,CUST_001280,ACCT_00002838,BUSINESS,125916.67,6.4,D,486575.41,Mean number view reach indeed.,ACTIVE,2025-04-12T14:26:28.656292
LOAN_000213,CUST_002817,ACCT_00002910,AUTO,65729.34,5.34,B,513400.58,Deep fish those development bar present.,ACTIVE,2026-04-05T14:26:28.656506
LOAN_000214,CUST_000579,ACCT_00005652,BUSINESS,389168.47,6.07,C,96632.24,Hit pull government situation blood test fall.,ACTIVE,2022-10-03T14:26:28.656732
LOAN_000215,CUST_000666,ACCT_00005806,AUTO,493838.38,5.08,D,92091.85,Art small value hundred writer short.,ACTIVE,2023-07-12T14:26:28.656951
LOAN_000216,CUST_003277,ACCT_00002191,HOME,157125.78,6.9,A,523419.08,Help fight base forward.,DEFAULTED,2021-09-20T14:26:28.657170
LOAN_000217,CUST_002219,ACCT_00000790,PERSONAL,32808.3,7.54,C,93263.0,Special peace hair air great.,DEFAULTED,2025-03-11T14:26:28.657390
LOAN_000218,CUST_002722,ACCT_00000467,AUTO,10557.9,3.84,A,158526.2,Method start coach force.,ACTIVE,2022-02-11T14:26:28.657609
LOAN_000219,CUST_000799,ACCT_00006518,AUTO,200128.64,4.32,A,248352.85,Computer smile recent kitchen view.,PAID_OFF,2024-09-28T14:26:28.657835
LOAN_000220,CUST_002428,ACCT_00001716,PERSONAL,393711.39,9.44,D,327802.41,Whose above bar partner official age.,PAID_OFF,2022-02-28T14:26:28.658060
LOAN_000221,CUST_001689,ACCT_00003684,PERSONAL,333764.45,4.35,B,56520.76,Avoid likely night every plant them.,DEFAULTED,2024-01-18T14:26:28.658285
LOAN_000222,CUST_003019,ACCT_00001007,AUTO,356658.3,9.22,B,68914.27,Accept public realize.,PAID_OFF,2025-03-29T14:26:28.658514
LOAN_000223,CUST_000888,ACCT_00005863,PERSONAL,91777.64,4.34,D,706591.31,Also traditional experience clear rest type ball another.,ACTIVE,2022-01-23T14:26:28.658748
LOAN_000224,CUST_000391,ACCT_00003612,HOME,58940.83,7.69,A,325505.11,Police value lose.,ACTIVE,2021-11-11T14:26:28.658970
LOAN_000225,CUST_001342,ACCT_00002586,PERSONAL,114992.46,6.77,C,530670.69,Education wonder next simply capital get seven quickly.,DEFAULTED,2026-07-13T14:26:28.659193
LOAN_000226,CUST_002952,ACCT_00002134,PERSONAL,295880.27,6.35,A,585842.01,Child however increase school offer realize but.,DEFAULTED,2023-09-15T14:26:28.659409
LOAN_000227,CUST_000988,ACCT_00003469,BUSINESS,204318.13,4.43,D,232827.84,Hope as race behavior fly thus.,PAID_OFF,2026-05-12T14:26:28.659624
LOAN_000228,CUST_002093,ACCT_00006447,PERSONAL,30416.8,5.3,C,652103.06,Make cultural federal focus.,ACTIVE,2021-10-05T14:26:28.659849
LOAN_000229,CUST_000200,ACCT_00002050,AUTO,278586.07,3.94,A,727838.57,Toward seat especially pick instead form.,PAID_OFF,2024-12-22T14:26:28.660068
LOAN_000230,CUST_003313,ACCT_00003895,PERSONAL,254803.13,5.04,B,122949.0,Try executive production fly ok.,ACTIVE,2021-10-09T14:26:28.660297
LOAN_000231,CUST_002984,ACCT_00000538,HOME,286976.74,4.33,C,701566.66,Art seem candidate including across successful value.,DEFAULTED,2022-02-18T14:26:28.660513
LOAN_000232,CUST_001595,ACCT_00006965,HOME,133216.27,7.7,A,377495.33,Than understand store might.,PAID_OFF,2024-07-07T14:26:28.660728
LOAN_000233,CUST_000769,ACCT_00003246,AUTO,262866.58,4.39,D,353697.63,It partner song future.,DEFAULTED,2023-10-28T14:26:28.660943
LOAN_000234,CUST_002260,ACCT_00004123,HOME,205634.71,9.05,C,626124.14,Game American adult.,ACTIVE,2026-07-18T14:26:28.661166
LOAN_000235,CUST_000285,ACCT_00000884,PERSONAL,139210.58,8.85,B,508111.07,Remain happy believe wide size.,ACTIVE,2024-09-14T14:26:28.661384
LOAN_000236,CUST_002231,ACCT_00004074,BUSINESS,56796.33,6.75,B,476903.35,Sure forward evening interview leg life.,DEFAULTED,2026-01-26T14:26:28.661598
LOAN_000237,CUST_000198,ACCT_00000132,PERSONAL,240842.18,8.7,A,403475.14,Door eat south talk know trial.,ACTIVE,2024-07-24T14:26:28.661813
LOAN_000238,CUST_000712,ACCT_00004229,BUSINESS,91022.55,8.62,B,720249.65,Could him share stuff happen forget.,PAID_OFF,2022-11-17T14:26:28.662028
LOAN_000239,CUST_002133,ACCT_00003124,BUSINESS,223763.83,8.53,B,548134.4,Tend instead ten region toward.,ACTIVE,2022-10-13T14:26:28.662243
LOAN_000240,CUST_002553,ACCT_00002512,PERSONAL,332349.25,4.56,B,432968.22,Occur hundred necessary money carry writer.,ACTIVE,2022-01-16T14:26:28.662458
LOAN_000241,CUST_001030,ACCT_00002126,HOME,371794.26,4.95,C,393673.08,Fight TV certain suffer.,ACTIVE,2023-07-09T14:26:28.662673
LOAN_000242,CUST_001468,ACCT_00004290,AUTO,322297.87,5.36,A,522529.36,Mind Mr blood whatever area century.,ACTIVE,2023-07-23T14:26:28.662888
LOAN_000243,CUST_002814,ACCT_00003914,BUSINESS,402111.47,8.01,C,740014.79,Job old happy decide when last.,PAID_OFF,2022-02-18T14:26:28.663102
LOAN_000244,CUST_000126,ACCT_00003584,HOME,275841.92,5.95,B,212543.76,Account history agent say international foot seek.,ACTIVE,2023-09-01T14:26:28.663316
LOAN_000245,CUST_003437,ACCT_00000492,BUSINESS,42274.75,8.13,D,727207.63,Simply range help girl.,PAID_OFF,2022-12-04T14:26:28.663530
LOAN_000246,CUST_001594,ACCT_00000088,BUSINESS,346837.43,3.57,D,387003.13,Necessary size memory person think time.,ACTIVE,2025-03-23T14:26:28.663744
LOAN_000247,CUST_002910,ACCT_00001145,HOME,89439.1,5.5,C,534349.7,Two city show official.,PAID_OFF,2025-08-10T14:26:28.663958
LOAN_000248,CUST_001241,ACCT_00002005,AUTO,478657.8,5.96,B,494167.56,Collection their would character.,PAID_OFF,2022-03-06T14:26:28.664175
LOAN_000249,CUST_002457,ACCT_00002987,HOME,291676.97,4.25,B,549486.93,Year woman wall billion manage window approach.,DEFAULTED,2022-07-11T14:26:28.664396
LOAN_000250,CUST_002885,ACCT_00003138,AUTO,127504.31,7.91,A,715543.98,History feel year deep.,DEFAULTED,2022-07-04T14:26:28.664610
LOAN_000251,CUST_000132,ACCT_00001869,BUSINESS,426815.6,7.96,A,171058.15,See likely red.,ACTIVE,2022-01-09T14:26:28.664824
LOAN_000252,CUST_000199,ACCT_00006723,AUTO,41067.31,8.1,B,640849.87,Adult personal box card leader effort smile.,ACTIVE,2025-03-15T14:26:28.665038
LOAN_000253,CUST_000143,ACCT_00000358,HOME,230467.81,6.11,A,80276.24,Full drop experience where discuss.,PAID_OFF,2026-06-25T14:26:28.665252
LOAN_000254,CUST_001349,ACCT_00003418,HOME,173967.19,8.19,B,603690.64,Seek support news administration senior.,PAID_OFF,2023-11-23T14:26:28.665466
LOAN_000255,CUST_000332,ACCT_00005486,PERSONAL,440849.48,5.39,D,64464.7,Almost rule arrive.,DEFAULTED,2026-02-14T14:26:28.665681
LOAN_000256,CUST_000549,ACCT_00000084,AUTO,86252.11,8.39,B,269050.96,Citizen pay house shoulder movie.,DEFAULTED,2024-11-27T14:26:28.665895
LOAN_000257,CUST_002353,ACCT_00004505,PERSONAL,434309.96,4.2,A,259941.65,Receive memory which mother billion decision dream send.,PAID_OFF,2025-03-09T14:26:28.666109
LOAN_000258,CUST_001538,ACCT_00002329,AUTO,293834.31,5.42,A,651586.23,Him amount visit leader art somebody pay.,ACTIVE,2023-06-14T14:26:28.666323
LOAN_000259,CUST_002736,ACCT_00002593,HOME,352872.34,3.88,B,441529.63,Table truth the too during method.,PAID_OFF,2024-07-17T14:26:28.666537
LOAN_000260,CUST_000567,ACCT_00003477,PERSONAL,179216.8,4.37,D,675064.51,Option itself member might bit.,PAID_OFF,2023-09-27T14:26:28.666751
LOAN_000261,CUST_000777,ACCT_00002521,AUTO,464739.29,3.83,B,369135.43,Ever hair above argue the movie green.,PAID_OFF,2025-07-02T14:26:28.666965
LOAN_000262,CUST_001076,ACCT_00001278,BUSINESS,39351.33,6.43,B,279492.92,Suffer decision down billion near moment involve.,ACTIVE,2022-05-10T14:26:28.667179
LOAN_000263,CUST_002799,ACCT_00006724,PERSONAL,355837.6,8.55,A,184380.81,Mind arm long deal.,ACTIVE,2025-08-12T14:26:28.667393
LOAN_000264,CUST_001401,ACCT_00002001,BUSINESS,38226.4,8.56,C,112200.89,Rule American direction rock discussion rest.,ACTIVE,2025-06-30T14:26:28.667608
LOAN_000265,CUST_000321,ACCT_00000873,HOME,197434.88,4.24,B,145053.72,Modern in simple piece seat modern.,DEFAULTED,2024-04-09T14:26:28.667822
LOAN_000266,CUST_002689,ACCT_00006019,HOME,164072.0,5.93,C,425472.49,Police rock toward art detail television.,PAID_OFF,2023-06-15T14:26:28.668043
LOAN_000267,CUST_000179,ACCT_00001301,HOME,312674.47,7.92,D,648444.77,Technology statement it else.,DEFAULTED,2026-04-29T14:26:28.668265
LOAN_000268,CUST_000851,ACCT_00000931,BUSINESS,297309.74,7.01,C,667125.26,Fly chair international box.,DEFAULTED,2023-06-18T14:26:28.668483
LOAN_000269,CUST_000627,ACCT_00002549,BUSINESS,285895.7,8.49,A,538448.6,Minute person vote student per responsibility.,ACTIVE,2026-03-27T14:26:28.668703
LOAN_000270,CUST_001229,ACCT_00002144,PERSONAL,463473.45,3.51,A,612849.79,Natural Mrs health spend high my condition.,PAID_OFF,2024-11-28T14:26:28.668922
LOAN_000271,CUST_002869,ACCT_00006454,AUTO,260612.34,6.16,D,727941.22,Myself magazine onto trouble political over season foreign.,DEFAULTED,2026-05-01T14:26:28.669137
LOAN_000272,CUST_000287,ACCT_00002110,PERSONAL,84439.78,8.77,B,233702.21,Good today certainly across raise nature.,DEFAULTED,2026-03-10T14:26:28.669350
LOAN_000273,CUST_002757,ACCT_00003369,BUSINESS,38678.9,6.25,D,506862.77,Low center phone air clearly speak.,ACTIVE,2026-06-16T14:26:28.669625
LOAN_000274,CUST_000110,ACCT_00002809,BUSINESS,217899.66,8.87,B,745180.26,Maintain how listen sure market from.,ACTIVE,2023-08-21T14:26:28.669883
LOAN_000275,CUST_000874,ACCT_00001036,AUTO,423591.51,8.24,C,361562.05,Feeling necessary dog although long human move.,ACTIVE,2024-07-19T14:26:28.670112
LOAN_000276,CUST_001041,ACCT_00002829,HOME,385686.09,6.22,A,427876.1,Become assume environment everybody degree set anyone bag.,DEFAULTED,2026-03-26T14:26:28.670330
LOAN_000277,CUST_000728,ACCT_00005968,PERSONAL,271199.69,9.3,B,101859.85,Begin music age PM trouble.,DEFAULTED,2023-07-01T14:26:28.670549
LOAN_000278,CUST_001959,ACCT_00006597,AUTO,49229.0,8.65,B,201469.78,Pretty single economy size oil.,DEFAULTED,2022-12-02T14:26:28.670766
LOAN_000279,CUST_003454,ACCT_00002349,PERSONAL,281719.43,5.52,C,379419.18,Stop hot must room quite.,ACTIVE,2026-01-31T14:26:28.670978
LOAN_000280,CUST_000595,ACCT_00001332,AUTO,264759.9,7.34,B,385756.56,Training exist write third factor series.,PAID_OFF,2025-04-29T14:26:28.671183
LOAN_000281,CUST_002351,ACCT_00002324,AUTO,241655.9,8.47,B,94939.57,Big yeah family.,DEFAULTED,2025-02-13T14:26:28.671398
LOAN_000282,CUST_000599,ACCT_00003584,PERSONAL,46303.15,5.07,A,176165.96,Us pattern draw result computer policy thus.,PAID_OFF,2024-02-04T14:26:28.671602
LOAN_000283,CUST_003423,ACCT_00006828,PERSONAL,384297.16,3.64,A,128339.94,Them amount design standard ready Congress.,PAID_OFF,2025-07-27T14:26:28.671804
LOAN_000284,CUST_000204,ACCT_00000559,BUSINESS,156165.2,9.09,D,382611.0,Fight face give morning.,DEFAULTED,2026-06-07T14:26:28.672006
LOAN_000285,CUST_001518,ACCT_00006425,AUTO,365326.6,4.76,D,356850.25,Move catch include at at condition.,DEFAULTED,2022-05-22T14:26:28.672209
LOAN_000286,CUST_002181,ACCT_00002441,BUSINESS,287094.14,9.08,B,686392.11,Still attack staff these reflect thank plan traditional.,ACTIVE,2024-07-09T14:26:28.672411
LOAN_000287,CUST_000946,ACCT_00003949,AUTO,182719.62,9.29,A,565751.8,Home put successful Republican thousand.,ACTIVE,2024-07-06T14:26:28.672613
LOAN_000288,CUST_000171,ACCT_00003265,PERSONAL,153653.33,6.48,A,607905.87,Deal social sense.,DEFAULTED,2025-02-20T14:26:28.672820
LOAN_000289,CUST_000297,ACCT_00000803,AUTO,480669.26,4.17,A,306207.1,Reality voice study song risk place military.,PAID_OFF,2023-03-25T14:26:28.673040
LOAN_000290,CUST_002202,ACCT_00005041,PERSONAL,232147.84,3.63,A,641490.52,Site attention party teacher image current cold.,PAID_OFF,2022-02-04T14:26:28.673242
LOAN_000291,CUST_001899,ACCT_00002730,AUTO,443766.26,8.82,C,565083.05,Threat them kind begin body side language.,DEFAULTED,2023-11-03T14:26:28.673445
LOAN_000292,CUST_001917,ACCT_00000584,PERSONAL,427264.96,4.26,D,572080.49,Produce suffer ahead major price direction behind.,ACTIVE,2023-12-03T14:26:28.673660
LOAN_000293,CUST_001649,ACCT_00001389,AUTO,397769.79,6.37,D,745078.18,Often organization single chair same why cut.,DEFAULTED,2023-01-05T14:26:28.673877
LOAN_000294,CUST_000021,ACCT_00004377,PERSONAL,389774.02,8.1,A,340695.93,Outside guess customer hand a.,DEFAULTED,2023-07-01T14:26:28.674094
LOAN_000295,CUST_001908,ACCT_00002341,HOME,301325.42,4.4,B,533472.89,Air dinner turn image suddenly degree.,PAID_OFF,2024-01-23T14:26:28.674310
LOAN_000296,CUST_001097,ACCT_00000634,AUTO,254261.41,8.82,A,603564.3,Poor arm exist likely travel voice.,DEFAULTED,2024-12-08T14:26:28.674526
LOAN_000297,CUST_000498,ACCT_00005001,AUTO,161400.33,8.3,D,689208.57,Pull product list white garden or.,PAID_OFF,2024-10-21T14:26:28.674743
LOAN_000298,CUST_000383,ACCT_00000795,HOME,45431.01,3.8,C,429811.32,Five success question record mean.,ACTIVE,2024-08-12T14:26:28.674977
LOAN_000299,CUST_000835,ACCT_00002105,PERSONAL,378349.04,4.04,C,236978.52,Own American home coach.,ACTIVE,2026-08-08T14:26:28.675194
LOAN_000300,CUST_001120,ACCT_00004925,AUTO,426160.43,3.96,B,437563.67,Data speak prepare write something remain.,PAID_OFF,2023-02-23T14:26:28.675417
LOAN_000301,CUST_000673,ACCT_00005531,PERSONAL,451700.61,6.38,D,316040.05,Get movement health bad.,DEFAULTED,2022-05-05T14:26:28.675638
LOAN_000302,CUST_000162,ACCT_00003094,HOME,10451.27,7.5,B,307676.59,To day both present view.,ACTIVE,2021-10-01T14:26:28.675859
LOAN_000303,CUST_000997,ACCT_00001547,HOME,403477.08,7.72,B,550264.35,Big kind imagine paper drive add.,ACTIVE,2025-08-18T14:26:28.676083
LOAN_000304,CUST_001119,ACCT_00005383,PERSONAL,351639.15,8.88,C,110160.66,Agree shake election continue contain form.,ACTIVE,2023-02-11T14:26:28.676305
LOAN_000305,CUST_000164,ACCT_00005545,PERSONAL,314370.21,3.56,B,528820.22,Place owner join economy maintain.,DEFAULTED,2024-10-21T14:26:28.676526
LOAN_000306,CUST_000355,ACCT_00002766,PERSONAL,373567.5,7.24,B,252951.38,Mission open trade collection you although.,PAID_OFF,2025-05-03T14:26:28.676748
LOAN_000307,CUST_001426,ACCT_00001923,AUTO,353128.63,6.46,B,209036.64,Remember store TV science somebody reason loss.,PAID_OFF,2024-07-29T14:26:28.676977
LOAN_000308,CUST_001224,ACCT_00003823,HOME,455081.83,3.94,B,256242.1,Send Mr car rest full rule probably trial.,DEFAULTED,2024-03-14T14:26:28.677199
LOAN_000309,CUST_003188,ACCT_00004544,HOME,98927.19,9.29,B,196300.36,Actually pressure mention start.,DEFAULTED,2022-01-06T14:26:28.677419
LOAN_000310,CUST_001253,ACCT_00001710,AUTO,34966.66,8.24,B,724282.26,Ever let carry eye.,PAID_OFF,2025-11-26T14:26:28.677642
LOAN_000311,CUST_000985,ACCT_00002804,PERSONAL,191819.87,8.05,C,246203.36,Apply year spend final street necessary require agent.,DEFAULTED,2026-01-13T14:26:28.677868
LOAN_000312,CUST_002783,ACCT_00001062,BUSINESS,429609.47,8.83,A,23569.66,A population window drug.,ACTIVE,2022-01-21T14:26:28.678089
